iter	RMSE
581	1.086194343
582	1.08619408
583	1.083005533
584	1.082546286
585	1.082544437
586	1.08244192
587	1.082437904
588	1.082434628
589	1.079959758
590	1.079956739
591	1.079926441
592	1.079907743
593	1.079893547
594	1.07988041
595	1.079869127
596	1.079859221
597	1.079850057
598	1.07984815
599	1.079839833
600	1.079834324
601	1.079830245
602	1.079828391
603	1.079826802
604	1.079825954
605	1.079822723
606	1.079821451
607	1.079820551
608	1.079820286
609	1.079820074
610	1.079816948
611	1.079814829
612	1.079812763
613	1.079776793
614	1.078847507
615	1.078644679
616	1.078569318
617	1.078314717
618	1.078280076
619	1.078235991
620	1.078226123
621	1.078220977
622	1.077757249
623	1.077426591
624	1.077370152
625	1.077368453
626	1.077367285
627	1.077334844
628	1.076998957
629	1.07678165
630	1.07666169
631	1.076619664
632	1.076520994
633	1.076389579
634	1.076303537
635	1.075944999
636	1.073232506
637	1.07109291
638	1.070793368
639	1.070773121
640	1.06991584
641	1.069880232
642	1.069597518
643	1.069310717
644	1.068304702
645	1.066789208
646	1.066516777
647	1.0664854
648	1.066457455
649	1.066371041
650	1.066298622
651	1.066227968
652	1.066224749
653	1.066176624
654	1.064992724
655	1.06476926
656	1.06469383
657	1.064632956
658	1.064453375
659	1.064401408
660	1.064280913
661	1.063672907
662	1.063616976
663	1.06338779
664	1.063325711
665	1.063294563
666	1.063209237
667	1.06318594
668	1.0628233
669	1.062747248
670	1.062697135
671	1.062687231
672	1.062624412
673	1.062534725
674	1.062480295
675	1.062442661
676	1.062410033
677	1.062393073
678	1.062380366
679	1.062344936
680	1.062321459
681	1.062119084
682	1.060964569
683	1.060755518
684	1.060247087
685	1.059882524
686	1.059533492
687	1.059530954
688	1.05927896
689	1.05927734
690	1.059012537
691	1.058923571
692	1.058857124
693	1.0587776
694	1.05872946
695	1.058663921
696	1.057604185
697	1.05752105
698	1.05747399
699	1.057445212
700	1.05744413
701	1.05744321
702	1.057442399
703	1.057441641
704	1.057441425
705	1.05711821
706	1.056995802
707	1.056966903
708	1.056885396
709	1.056794572
710	1.056738819
711	1.05671224
712	1.05665161
713	1.055716218
714	1.05570679
715	1.055678993
716	1.055661816
717	1.055613968
718	1.055305588
719	1.055296265
720	1.055134775
721	1.052433652
722	1.051065141
723	1.050621006
724	1.050116547
725	1.049561706
726	1.049558763
727	1.049556856
728	1.049555766
729	1.049387178
730	1.049369898
731	1.04820347
732	1.048161722
733	1.048043453
734	1.047386809
735	1.047157894
736	1.047090811
737	1.047018861
738	1.046720572
739	1.046353483
740	1.046346649
741	1.046190832
742	1.046186293
743	1.046169289
744	1.046165625
745	1.046162782
746	1.046102579
747	1.046037233
748	1.045955257
749	1.045876282
750	1.045874313
751	1.04587311
752	1.045872125
753	1.045870922
754	1.045820712
755	1.045819946
756	1.045800803
757	1.045787347
758	1.045786198
759	1.045688503
760	1.045687901
761	1.045686588
762	1.04568615
763	1.045685877
764	1.045685713
765	1.045685221
766	1.045684728
767	1.0456844
768	1.045684017
769	1.045502604
770	1.045502386
771	1.045502003
772	1.045501893
773	1.045498884
774	1.045498775
775	1.045496477
776	1.045496312
777	1.045494945
778	1.04549396
779	1.045493358
780	1.04549303
781	1.045492811
782	1.045492373
783	1.045492154
784	1.04549199
785	1.045491881
786	1.045491771
787	1.045491224
788	1.045491115
789	1.045490896
790	1.045490677
791	1.045490568
792	1.045490349
793	1.045480719
794	1.045436947
795	1.045436673
796	1.045384199
797	1.045383871
798	1.04538004
799	1.045377633
800	1.0453761
801	1.045375225
802	1.045374513
803	1.045373583
804	1.045372817
805	1.045372215
806	1.045371449
807	1.045371011
808	1.045370574
809	1.0453703
810	1.045369425
811	1.045369096
812	1.04536844
813	1.045368111
814	1.045367619
815	1.04536729
816	1.045367126
817	1.045366579
818	1.045366415
819	1.045366032
820	1.045353446
821	1.045312788
822	1.045289421
823	1.045232725
824	1.045224133
825	1.045218496
826	1.04510887
827	1.045051891
828	1.045033499
829	1.044995018
830	1.044973779
831	1.044961845
832	1.044877376
833	1.044830732
834	1.044827228
835	1.044651964
836	1.044576779
837	1.044206526
838	1.044196281
839	1.044151962
840	1.044126871
841	1.0441106
842	1.044101286
843	1.044096739
844	1.044093671
845	1.044091698
846	1.044090384
847	1.04406929
848	1.044068249
849	1.044067373
850	1.044066825
851	1.044066277
852	1.044065839
853	1.04406562
854	1.044041074
855	1.043985406
856	1.043453674
857	1.042953592
858	1.042611347
859	1.04116713
860	1.041136693
861	1.041083562
862	1.04094531
863	1.04089162
864	1.04085458
865	1.040829299
866	1.040829244
867	1.040828969
868	1.040828805
869	1.040811437
870	1.040799566
871	1.040791267
872	1.040788134
873	1.040782034
874	1.040777692
875	1.040774559
876	1.040772196
877	1.040770657
878	1.038869552
879	1.038846976
880	1.038832274
881	1.038821977
882	1.038814433
883	1.038808706
884	1.038802814
885	1.038798629
886	1.038797858
887	1.036890599
888	1.036822355
889	1.036795596
890	1.035913399
891	1.035899539
892	1.035892416
893	1.035888826
894	1.035886894
895	1.035704152
896	1.035698131
897	1.035696585
898	1.035692829
899	1.035691725
900	1.035417686
901	1.035398239
902	1.035385753
903	1.035272545
904	1.035223589
905	1.035193861
906	1.035138104
907	1.035128931
908	1.035112352
909	1.035101355
910	1.034867622
911	1.034509542
912	1.034474043
913	1.034466301
914	1.034460771
915	1.034456845
916	1.034455795
917	1.034455131
918	1.034454468
919	1.03444844
920	1.034447832
921	1.034447389
922	1.034442357
923	1.034441804
924	1.034439869
925	1.034438486
926	1.034437436
927	1.034434837
928	1.034434339
929	1.034434007
930	1.034433676
931	1.034433454
932	1.034432791
933	1.034431961
934	1.034431685
935	1.034431464
936	1.034431242
937	1.034430855
938	1.034430689
939	1.034430468
940	1.034429971
941	1.034429805
942	1.034429749
943	1.034429583
944	1.034429362
945	1.034429252
946	1.03442903
947	1.03442892
948	1.034428865
949	1.034428809
950	1.034428809
951	1.034428809
952	1.033892162
953	1.033478894
954	1.033465001
955	1.033455592
956	1.033454429
957	1.033453654
958	1.033453156
959	1.033452824
960	1.033446736
961	1.033442584
962	1.033439595
963	1.033437713
964	1.03343633
965	1.033318922
966	1.033310507
967	1.033309345
968	1.033233279
969	1.033228518
970	1.03322586
971	1.033224864
972	1.033223923
973	1.033222815
974	1.033222151
975	1.033221985
976	1.033221542
977	1.033221099
978	1.03321822
979	1.033216172
980	1.033214622
981	1.033213625
982	1.033212905
983	1.033212241
984	1.033212075
985	1.03321213
986	1.03321202
987	1.033211964
988	1.033211411
989	1.033211411
990	1.033211189
991	1.033211078
992	1.033210525
993	1.033210193
994	1.03320986
995	1.033209584
996	1.033209417
997	1.033209196
998	1.033208919
999	1.033208864
